SampleID,sampleType,MouseID,MouseSex,Diet,Date,Time,Vendor,ExperimentID,ExperimentDay,StoolCollected,Sacrificed,BaseWeight,DayWeight,PercChange,Temperature,,,,,,,,,
CDD02.CR.HFHF.5.19,stool,,Female,HFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,20.6,19.4,-5.825242718,88.6,,,,,,,,,
CDD02.CR.LFHF.1.19,stool,,Female,LFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,17.8,16,-10.11235955,90,,,,,,,,,
CDD02.CR.LFHF.2.19,stool,,Female,LFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,20,17.1,-14.5,90.6,,,,,,,,,
CDD02.CR.LFHF.3.19,stool,,Female,LFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.6,17.1,-8.064516129,88.7,,,,,,,,,
CDD02.CR.LFHF.4.19,stool,,Female,LFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.5,17.6,-4.864864865,90.8,,,,,,,,,
CDD02.CR.LFHF.5.19,stool,,Female,LFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,19.4,18.6,-4.12371134,90.5,,,,,,,,,
CDD02.Tc.Chow.5.20,stool,,Female,Chow,3/25/24,10:30,Taconic,CDD02,20,,F,17.1,17.3,1.169590643,91.2,,,,,,,,,
CDD02.Tc.LFLF.1.20,stool,,Female,LFLF,3/25/24,10:30,Taconic,CDD02,20,,F,17.9,15.4,-13.96648045,89.6,,,,,,,,,
CDD02.Tc.LFLF.2.20,stool,,Female,LFLF,3/25/24,10:30,Taconic,CDD02,20,,F,18.1,16.2,-10.49723757,89.7,,,,,,,,,
CDD02.Tc.LFLF.3.20,stool,,Female,LFLF,3/25/24,10:30,Taconic,CDD02,20,,F,17.2,14.7,-14.53488372,88.3,,,,,,,,,
CDD02.Tc.LFLF.4.20,stool,,Female,LFLF,3/25/24,10:30,Taconic,CDD02,20,,F,16.5,14.8,-10.3030303,86,,,,,,,,,
CDD02.Tc.LFLF.5.20,stool,,Female,LFLF,3/25/24,10:30,Taconic,CDD02,20,,T,18.5,15.3,-17.2972973,85.9,,,,,,,,,
CDD02.Tc.HFLF.1.20,stool,,Female,HFLF,3/25/24,10:30,Taconic,CDD02,20,,F,17.8,16.3,-8.426966292,88.3,,,,,,,,,
CDD02.Tc.HFLF.2.20,stool,,Female,HFLF,3/25/24,10:30,Taconic,CDD02,20,,F,18.3,16.6,-9.289617486,83.6,,,,,,,,,
CDD02.Tc.HFLF.3.20,stool,,Female,HFLF,3/25/24,10:30,Taconic,CDD02,20,,F,17.5,17.9,2.285714286,83.8,,,,,,,,,
CDD02.Tc.HFLF.4.20,stool,,Female,HFLF,3/25/24,10:30,Taconic,CDD02,20,,T,15.8,12.4,-21.51898734,87.8,,,,,,,,,
CDD02.Tc.HFLF.5.20,stool,,Female,HFLF,3/25/24,10:30,Taconic,CDD02,20,,F,19.4,17.8,-8.24742268,90.7,,,,,,,,,
CDD02.Tc.HFHF.2.20,stool,,Female,HFHF,3/25/24,10:30,Taconic,CDD02,20,,F,16.7,16.7,0,90.2,,,,,,,,,
CDD02.Tc.HFHF.3.20,stool,,Female,HFHF,3/25/24,10:30,Taconic,CDD02,20,,T,21.1,17,-19.43127962,88.5,,,,,,,,,
CDD02.Tc.HFHF.4.20,stool,,Female,HFHF,3/25/24,10:30,Taconic,CDD02,20,,F,18,18,0,89.3,,,,,,,,,
CDD02.Tc.HFHF.5.20,stool,,Female,HFHF,3/25/24,10:30,Taconic,CDD02,20,,F,19.8,17.2,-13.13131313,85.9,,,,,,,,,
CDD02.Tc.LFHF.1.20,stool,,Female,LFHF,3/25/24,10:30,Taconic,CDD02,20,,F,19.3,18.7,-3.10880829,91.1,,,,,,,,,
CDD02.Tc.LFHF.2.20,stool,,Female,LFHF,3/25/24,10:30,Taconic,CDD02,20,,F,17.2,18.3,6.395348837,88.3,,,,,,,,,
CDD02.Tc.LFHF.3.20,stool,,Female,LFHF,3/25/24,10:30,Taconic,CDD02,20,,F,18.5,16.9,-8.648648649,88.5,,,,,,,,,
CDD02.Tc.LFHF.4.20,stool,,Female,LFHF,3/25/24,10:30,Taconic,CDD02,20,,F,18.2,16.3,-10.43956044,86.5,,,,,,,,,
CDD02.Tc.LFHF.5.20,stool,,Female,LFHF,3/25/24,10:30,Taconic,CDD02,20,,F,20.7,20.3,-1.93236715,89.6,,,,,,,,,
CDD02.CR.Chow.1.20,stool,,Female,Chow,3/25/24,10:30,CharlesRiver,CDD02,20,,F,18.4,18.7,1.630434783,89.1,,,,,,,,,
CDD02.CR.Chow.2.20,stool,,Female,Chow,3/25/24,10:30,CharlesRiver,CDD02,20,,F,21.6,22.6,4.62962963,84.3,,,,,,,,,
CDD02.CR.Chow.4.20,stool,,Female,Chow,3/25/24,10:30,CharlesRiver,CDD02,20,,F,18.6,19.8,6.451612903,90.3,,,,,,,,,
CDD02.CR.Chow.5.20,stool,,Female,Chow,3/25/24,10:30,CharlesRiver,CDD02,20,,F,18.8,19.9,5.85106383,86.3,,,,,,,,,
CDD02.CR.LFLF.1.20,stool,,Female,LFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,18.8,16.6,-11.70212766,86.9,,,,,,,,,
CDD02.CR.LFLF.2.20,stool,,Female,LFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,T,18.6,15.77,-15.21505376,77.6,,,,,,,,,
CDD02.CR.LFLF.3.20,stool,,Female,LFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,21,19.8,-5.714285714,89.2,,,,,,,,,
CDD02.CR.LFLF.4.20,stool,,Female,LFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,18.2,15.8,-13.18681319,88.9,,,,,,,,,
CDD02.CR.LFLF.5.20,stool,,Female,LFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,T,20.9,17.7,-15.31100478,90.2,,,,,,,,,
CDD02.CR.HFLF.1.20,stool,,Female,HFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,19.8,19,-4.04040404,86.9,,,,,,,,,
CDD02.CR.HFLF.2.20,stool,,Female,HFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,19.1,20.3,6.282722513,89.2,,,,,,,,,
CDD02.CR.HFLF.3.20,stool,,Female,HFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,16.5,17.8,7.878787879,87.7,,,,,,,,,
CDD02.CR.HFLF.4.20,stool,,Female,HFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,19,19.5,2.631578947,87.7,,,,,,,,,
CDD02.CR.HFLF.5.20,stool,,Female,HFLF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,18.4,18.1,-1.630434783,90.4,,,,,,,,,
CDD02.CR.HFHF.1.20,stool,,Female,HFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,T,23.8,19.5,-18.06722689,84.4,,,,,,,,,
CDD02.CR.HFHF.2.20,stool,,Female,HFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,T,18.5,14.6,-21.08108108,90,,,,,,,,,
CDD02.CR.HFHF.3.20,stool,,Female,HFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,20,17.1,-14.5,85.1,,,,,,,,,
CDD02.CR.HFHF.4.20,stool,,Female,HFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,T,19.4,14.8,-23.71134021,83.6,,,,,,,,,
CDD02.CR.HFHF.5.20,stool,,Female,HFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,20.6,20.3,-1.45631068,89.4,,,,,,,,,
CDD02.CR.LFHF.1.20,stool,,Female,LFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,17.8,16.7,-6.179775281,88.9,,,,,,,,,
CDD02.CR.LFHF.2.20,stool,,Female,LFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,T,20,15.8,-21,89.4,,,,,,,,,
CDD02.CR.LFHF.3.20,stool,,Female,LFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,18.6,17.3,-6.989247312,87.6,,,,,,,,,
CDD02.CR.LFHF.4.20,stool,,Female,LFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,18.5,18.7,1.081081081,90.9,,,,,,,,,
CDD02.CR.LFHF.5.20,stool,,Female,LFHF,3/25/24,10:30,CharlesRiver,CDD02,20,,F,19.4,19.1,-1.546391753,88.4,,,,,,,,,
CDD02.Tc.Chow.5.21,stool,,Female,Chow,3/26/24,10:30,Taconic,CDD02,21,,F,17.1,17.3,1.169590643,89.4,,,,,,,,,
CDD02.Tc.LFLF.1.21,stool,,Female,LFLF,3/26/24,10:30,Taconic,CDD02,21,,T,17.9,14.6,-18.43575419,87.2,,,,,,,,,
CDD02.Tc.LFLF.2.21,stool,,Female,LFLF,3/26/24,10:30,Taconic,CDD02,21,,T,18.1,14.8,-18.2320442,88.3,,,,,,,,,
CDD02.Tc.LFLF.3.21,stool,,Female,LFLF,3/26/24,10:30,Taconic,CDD02,21,,T,17.2,13.5,-21.51162791,86.3,,,,,,,,,
CDD02.Tc.LFLF.4.21,stool,,Female,LFLF,3/26/24,10:30,Taconic,CDD02,21,,T,16.5,14.1,-14.54545455,88.9,,,,,,,,,
CDD02.Tc.HFLF.1.21,stool,,Female,HFLF,3/26/24,10:30,Taconic,CDD02,21,,T,,,,,,,,,,,,,
CDD02.Tc.HFLF.2.21,stool,,Female,HFLF,3/26/24,10:30,Taconic,CDD02,21,,T,18.3,15.8,-13.66120219,,,,,,,,,,
CDD02.Tc.HFLF.3.21,stool,,Female,HFLF,3/26/24,10:30,Taconic,CDD02,21,,F,17.5,16.6,-5.142857143,91.1,,,,,,,,,
CDD02.Tc.HFLF.5.21,stool,,Female,HFLF,3/26/24,10:30,Taconic,CDD02,21,,T,19.4,16.2,-16.49484536,88.9,,,,,,,,,
CDD02.Tc.HFHF.2.21,stool,,Female,HFHF,3/26/24,10:30,Taconic,CDD02,21,,F,16.7,16.8,0.598802395,88.8,,,,,,,,,
CDD02.Tc.HFHF.4.21,stool,,Female,HFHF,3/26/24,10:30,Taconic,CDD02,21,,F,18,18.4,2.222222222,88.9,,,,,,,,,
CDD02.Tc.HFHF.5.21,stool,,Female,HFHF,3/26/24,10:30,Taconic,CDD02,21,,F,19.8,17.8,-10.1010101,88.2,,,,,,,,,
CDD02.Tc.LFHF.1.21,stool,,Female,LFHF,3/26/24,10:30,Taconic,CDD02,21,,F,19.3,19.2,-0.518134715,90.2,,,,,,,,,
CDD02.Tc.LFHF.2.21,stool,,Female,LFHF,3/26/24,10:30,Taconic,CDD02,21,,F,17.2,18.1,5.23255814,89.1,,,,,,,,,
CDD02.Tc.LFHF.3.21,stool,,Female,LFHF,3/26/24,10:30,Taconic,CDD02,21,,F,18.5,18.2,-1.621621622,90.1,,,,,,,,,
CDD02.Tc.LFHF.4.21,stool,,Female,LFHF,3/26/24,10:30,Taconic,CDD02,21,,F,18.2,17.4,-4.395604396,90.1,,,,,,,,,
CDD02.Tc.LFHF.5.21,stool,,Female,LFHF,3/26/24,10:30,Taconic,CDD02,21,,F,20.7,21,1.449275362,90.7,,,,,,,,,
CDD02.CR.Chow.1.21,stool,,Female,Chow,3/26/24,10:30,CharlesRiver,CDD02,21,,F,18.4,18.5,0.543478261,88.6,,,,,,,,,
CDD02.CR.Chow.2.21,stool,,Female,Chow,3/26/24,10:30,CharlesRiver,CDD02,21,,F,21.6,22.7,5.092592593,89.1,,,,,,,,,
CDD02.CR.Chow.4.21,stool,,Female,Chow,3/26/24,10:30,CharlesRiver,CDD02,21,,F,18.6,20.1,8.064516129,88.3,,,,,,,,,
CDD02.CR.Chow.5.21,stool,,Female,Chow,3/26/24,10:30,CharlesRiver,CDD02,21,,F,18.8,18.9,0.531914894,88.7,,,,,,,,,
CDD02.CR.LFLF.1.21,stool,,Female,LFLF,3/26/24,10:30,CharlesRiver,CDD02,21,,T,18.8,15.4,-18.08510638,89.3,,,,,,,,,
CDD02.CR.LFLF.3.21,stool,,Female,LFLF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,21,18.2,-13.33333333,90.8,,,,,,,,,
CDD02.CR.LFLF.4.21,stool,,Female,LFLF,3/26/24,10:30,CharlesRiver,CDD02,21,,T,18.2,14.9,-18.13186813,87.2,,,,,,,,,
CDD02.CR.HFLF.1.21,stool,,Female,HFLF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,19.8,17.7,-10.60606061,89.1,,,,,,,,,
CDD02.CR.HFLF.2.21,stool,,Female,HFLF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,19.1,18.8,-1.570680628,91.4,,,,,,,,,
CDD02.CR.HFLF.3.21,stool,,Female,HFLF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,16.5,16.6,0.606060606,90,,,,,,,,,
CDD02.CR.HFLF.4.21,stool,,Female,HFLF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,19,19.2,1.052631579,89.3,,,,,,,,,
CDD02.CR.HFLF.5.21,stool,,Female,HFLF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,18.4,16.5,-10.32608696,90.7,,,,,,,,,
CDD02.CR.HFHF.3.21,stool,,Female,HFHF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,20,17.5,-12.5,91.7,,,,,,,,,
CDD02.CR.HFHF.5.21,stool,,Female,HFHF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,20.6,20.7,0.485436893,88.8,,,,,,,,,
CDD02.CR.LFHF.1.21,stool,,Female,LFHF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,17.8,17.7,-0.561797753,90.3,,,,,,,,,
CDD02.CR.LFHF.3.21,stool,,Female,LFHF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,18.6,18.4,-1.075268817,89.6,,,,,,,,,
CDD02.CR.LFHF.4.21,stool,,Female,LFHF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,18.5,18.4,-0.540540541,90.2,,,,,,,,,
CDD02.CR.LFHF.5.21,stool,,Female,LFHF,3/26/24,10:30,CharlesRiver,CDD02,21,,F,19.4,18.3,-5.670103093,90.9,,,,,,,,,
CDD02.Tc.Chow.5.22,stool,,Female,Chow,3/27/24,10:30,Taconic,CDD02,22,,F,17.1,17.5,2.339181287,92.1,,,,,,,,,
CDD02.Tc.HFLF.3.22,stool,,Female,HFLF,3/27/24,10:30,Taconic,CDD02,22,,F,17.5,15.1,-13.71428571,91.5,,,,,,,,,
CDD02.Tc.HFHF.2.22,stool,,Female,HFHF,3/27/24,10:30,Taconic,CDD02,22,,F,16.7,17,1.796407186,88.6,,,,,,,,,
CDD02.Tc.HFHF.4.22,stool,,Female,HFHF,3/27/24,10:30,Taconic,CDD02,22,,F,18,18.8,4.444444444,90.2,,,,,,,,,
CDD02.Tc.HFHF.5.22,stool,,Female,HFHF,3/27/24,10:30,Taconic,CDD02,22,,F,19.8,18.8,-5.050505051,88.3,,,,,,,,,
CDD02.Tc.LFHF.1.22,stool,,Female,LFHF,3/27/24,10:30,Taconic,CDD02,22,,F,19.3,19.3,0,91.6,,,,,,,,,
CDD02.Tc.LFHF.2.22,stool,,Female,LFHF,3/27/24,10:30,Taconic,CDD02,22,,F,17.2,18.1,5.23255814,91.4,,,,,,,,,
CDD02.Tc.LFHF.3.22,stool,,Female,LFHF,3/27/24,10:30,Taconic,CDD02,22,,F,18.5,18.4,-0.540540541,93.3,,,,,,,,,
CDD02.Tc.LFHF.4.22,stool,,Female,LFHF,3/27/24,10:30,Taconic,CDD02,22,,F,18.2,17.6,-3.296703297,90.1,,,,,,,,,
CDD02.Tc.LFHF.5.22,stool,,Female,LFHF,3/27/24,10:30,Taconic,CDD02,22,,F,20.7,20.9,0.966183575,89.6,,,,,,,,,
CDD02.CR.Chow.1.22,stool,,Female,Chow,3/27/24,10:30,CharlesRiver,CDD02,22,,F,18.4,18.88,2.608695652,88.2,,,,,,,,,
CDD02.CR.Chow.2.22,stool,,Female,Chow,3/27/24,10:30,CharlesRiver,CDD02,22,,F,21.6,23,6.481481481,89.6,,,,,,,,,
CDD02.CR.Chow.4.22,stool,,Female,Chow,3/27/24,10:30,CharlesRiver,CDD02,22,,F,18.6,20,7.52688172,89.3,,,,,,,,,
CDD02.CR.Chow.5.22,stool,,Female,Chow,3/27/24,10:30,CharlesRiver,CDD02,22,,F,18.8,20.1,6.914893617,89.5,,,,,,,,,
CDD02.CR.LFLF.3.22,stool,,Female,LFLF,3/27/24,10:30,CharlesRiver,CDD02,22,,T,21,17,-19.04761905,88,,,,,,,,,
CDD02.CR.HFLF.1.22,stool,,Female,HFLF,3/27/24,10:30,CharlesRiver,CDD02,22,,T,19.8,16,-19.19191919,88,,,,,,,,,
CDD02.CR.HFLF.2.22,stool,,Female,HFLF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,19.1,18.9,-1.047120419,87.7,,,,,,,,,
CDD02.CR.HFLF.3.22,stool,,Female,HFLF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,16.5,16.6,0.606060606,90.3,,,,,,,,,
CDD02.CR.HFLF.4.22,stool,,Female,HFLF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,19,17.5,-7.894736842,87.6,,,,,,,,,
CDD02.CR.HFLF.5.22,stool,,Female,HFLF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,18.4,16.4,-10.86956522,89.8,,,,,,,,,
CDD02.CR.HFHF.3.22,stool,,Female,HFHF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,20,18.7,-6.5,90.5,,,,,,,,,
CDD02.CR.HFHF.5.22,stool,,Female,HFHF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,20.6,20.8,0.970873786,88.9,,,,,,,,,
CDD02.CR.LFHF.1.22,stool,,Female,LFHF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,17.8,18.1,1.685393258,91.4,,,,,,,,,
CDD02.CR.LFHF.3.22,stool,,Female,LFHF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,18.6,19.6,5.376344086,90,,,,,,,,,
CDD02.CR.LFHF.4.22,stool,,Female,LFHF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,18.5,18.6,0.540540541,91.6,,,,,,,,,
CDD02.CR.LFHF.5.22,stool,,Female,LFHF,3/27/24,10:30,CharlesRiver,CDD02,22,,F,19.4,19.2,-1.030927835,91.3,,,,,,,,,
CDD02.Tc.Chow.5.23,stool,,Female,Chow,3/28/24,10:30,Taconic,CDD02,23,,F,17.1,17.6,2.923976608,87.5,,,,,,,,,
CDD02.Tc.HFLF.3.23,stool,,Female,HFLF,3/28/24,10:30,Taconic,CDD02,23,,F,17.5,15.3,-12.57142857,90.4,,,,,,,,,
CDD02.Tc.HFHF.2.23,stool,,Female,HFHF,3/28/24,10:30,Taconic,CDD02,23,F,F,16.7,16.7,0,89.6,,,,,,,,,
CDD02.Tc.HFHF.4.23,stool,,Female,HFHF,3/28/24,10:30,Taconic,CDD02,23,,F,18,19.1,6.111111111,90.3,,,,,,,,,
CDD02.Tc.HFHF.5.23,stool,,Female,HFHF,3/28/24,10:30,Taconic,CDD02,23,,F,19.8,19.3,-2.525252525,88.9,,,,,,,,,
CDD02.Tc.LFHF.1.23,stool,,Female,LFHF,3/28/24,10:30,Taconic,CDD02,23,,F,19.3,19.6,1.554404145,90,,,,,,,,,
CDD02.Tc.LFHF.2.23,stool,,Female,LFHF,3/28/24,10:30,Taconic,CDD02,23,,F,17.2,18.3,6.395348837,88.7,,,,,,,,,
CDD02.Tc.LFHF.3.23,stool,,Female,LFHF,3/28/24,10:30,Taconic,CDD02,23,,F,18.5,18.6,0.540540541,88.5,,,,,,,,,
CDD02.Tc.LFHF.4.23,stool,,Female,LFHF,3/28/24,10:30,Taconic,CDD02,23,,F,18.2,17.6,-3.296703297,89,,,,,,,,,
CDD02.Tc.LFHF.5.23,stool,,Female,LFHF,3/28/24,10:30,Taconic,CDD02,23,,F,20.7,21.3,2.898550725,90.3,,,,,,,,,
CDD02.CR.Chow.1.23,stool,,Female,Chow,3/28/24,10:30,CharlesRiver,CDD02,23,,F,18.4,19.1,3.804347826,87.5,,,,,,,,,
CDD02.CR.Chow.2.23,stool,,Female,Chow,3/28/24,10:30,CharlesRiver,CDD02,23,,F,21.6,23.5,8.796296296,87.2,,,,,,,,,
CDD02.CR.Chow.4.23,stool,,Female,Chow,3/28/24,10:30,CharlesRiver,CDD02,23,,F,18.6,20.1,8.064516129,89.3,,,,,,,,,
CDD02.CR.Chow.5.23,stool,,Female,Chow,3/28/24,10:30,CharlesRiver,CDD02,23,,F,18.8,20.1,6.914893617,89.4,,,,,,,,,
CDD02.CR.HFLF.2.23,stool,,Female,HFLF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,19.1,18.6,-2.617801047,87.8,,,,,,,,,
CDD02.CR.HFLF.3.23,stool,,Female,HFLF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,16.5,16.2,-1.818181818,86.4,,,,,,,,,
CDD02.CR.HFLF.4.23,stool,,Female,HFLF,3/28/24,10:30,CharlesRiver,CDD02,23,,T,19,15.5,-18.42105263,86.3,,,,,,,,,
CDD02.CR.HFLF.5.23,stool,,Female,HFLF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,18.4,16,-13.04347826,90.5,,,,,,,,,
CDD02.CR.HFHF.3.23,stool,,Female,HFHF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,20,19.3,-3.5,87.7,,,,,,,,,
CDD02.CR.HFHF.5.23,stool,,Female,HFHF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,20.6,21,1.941747573,86.2,,,,,,,,,
CDD02.CR.LFHF.1.23,stool,,Female,LFHF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,17.8,17.6,-1.123595506,88.8,,,,,,,,,
CDD02.CR.LFHF.3.23,stool,,Female,LFHF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,18.6,18.3,-1.612903226,87.1,,,,,,,,,
CDD02.CR.LFHF.4.23,stool,,Female,LFHF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,18.5,18.4,-0.540540541,89.8,,,,,,,,,
CDD02.CR.LFHF.5.23,stool,,Female,LFHF,3/28/24,10:30,CharlesRiver,CDD02,23,,F,19.4,19.3,-0.515463918,89.7,,,,,,,,,
CDD02.Tc.Chow.5.24,stool,,Female,Chow,2/18/24,10:30,Taconic,CDD02,24,,F,17.1,17.8,4.093567251,90.6,,,,,,,,,
CDD02.Tc.HFLF.3.24,stool,,Female,HFLF,2/18/24,10:30,Taconic,CDD02,24,,F,17.5,16.38,-6.4,89.5,,,,,,,,,
CDD02.Tc.HFHF.2.24,stool,,Female,HFHF,2/18/24,10:30,Taconic,CDD02,24,,F,16.7,16.6,-0.598802395,89.1,,,,,,,,,
CDD02.Tc.HFHF.4.24,stool,,Female,HFHF,2/18/24,10:30,Taconic,CDD02,24,,F,18,18.6,3.333333333,90.2,,,,,,,,,
CDD02.Tc.HFHF.5.24,stool,,Female,HFHF,2/18/24,10:30,Taconic,CDD02,24,,F,19.8,19.8,0,90.6,,,,,,,,,
CDD02.Tc.LFHF.1.24,stool,,Female,LFHF,2/18/24,10:30,Taconic,CDD02,24,,F,19.3,19.9,3.10880829,88.8,,,,,,,,,
CDD02.Tc.LFHF.2.24,stool,,Female,LFHF,2/18/24,10:30,Taconic,CDD02,24,,F,17.2,18.2,5.813953488,88.2,,,,,,,,,
CDD02.Tc.LFHF.3.24,stool,,Female,LFHF,2/18/24,10:30,Taconic,CDD02,24,,F,18.5,19.2,3.783783784,87.9,,,,,,,,,
CDD02.Tc.LFHF.4.24,stool,,Female,LFHF,2/18/24,10:30,Taconic,CDD02,24,,F,18.2,18.7,2.747252747,89,,,,,,,,,
CDD02.Tc.LFHF.5.24,stool,,Female,LFHF,2/18/24,10:30,Taconic,CDD02,24,,F,20.7,21.7,4.830917874,89.1,,,,,,,,,
CDD02.CR.Chow.1.24,stool,,Female,Chow,2/18/24,10:30,CharlesRiver,CDD02,24,,F,18.4,18.4,0,89.9,,,,,,,,,
CDD02.CR.Chow.2.24,stool,,Female,Chow,2/18/24,10:30,CharlesRiver,CDD02,24,,F,21.6,23.7,9.722222222,86.8,,,,,,,,,
CDD02.CR.Chow.4.24,stool,,Female,Chow,2/18/24,10:30,CharlesRiver,CDD02,24,,F,18.6,20.1,8.064516129,89.6,,,,,,,,,
CDD02.CR.Chow.5.24,stool,,Female,Chow,2/18/24,10:30,CharlesRiver,CDD02,24,,F,18.8,19.8,5.319148936,87.9,,,,,,,,,
CDD02.CR.HFLF.2.24,stool,,Female,HFLF,2/18/24,10:30,CharlesRiver,CDD02,24,,F,19.1,18.9,-1.047120419,88.5,,,,,,,,,
CDD02.CR.HFLF.3.24,stool,,Female,HFLF,2/18/24,10:30,CharlesRiver,CDD02,24,,F,16.5,16.5,0,90.4,,,,,,,,,
CDD02.CR.HFHF.3.24,stool,,Female,HFHF,2/18/24,10:30,CharlesRiver,CDD02,24,,F,20,20.1,0.5,85.8,,,,,,,,,
CDD02.CR.HFHF.5.24,stool,,Female,HFHF,2/18/24,10:30,CharlesRiver,CDD02,24,,F,20.6,21.2,2.912621359,88.5,,,,,,,,,
CDD02.CR.LFHF.1.24,stool,,Female,LFHF,2/18/24,10:30,CharlesRiver,CDD02,24,,F,17.8,18.1,1.685393258,88.8,,,,,,,,,
CDD02.CR.LFHF.3.24,stool,,Female,LFHF,2/18/24,10:30,CharlesRiver,CDD02,24,,F,18.6,19,2.150537634,87.9,,,,,,,,,
CDD02.CR.LFHF.4.24,stool,,Female,LFHF,2/18/24,10:30,CharlesRiver,CDD02,24,,F,18.5,18.8,1.621621622,90,,,,,,,,,
CDD02.CR.LFHF.5.24,stool,,Female,LFHF,2/18/24,10:30,CharlesRiver,CDD02,24,,F,19.4,19.7,1.546391753,88.2,,,,,,,,,
CDD02.Tc.Chow.5.25,stool,,Female,Chow,2/19/24,10:30,Taconic,CDD02,25,,F,17.1,17.48,2.222222222,88.4,,,,,,,,,
CDD02.Tc.HFLF.3.25,stool,,Female,HFLF,2/19/24,10:30,Taconic,CDD02,25,,F,17.5,16.8,-4,87.4,,,,,,,,,
CDD02.Tc.HFHF.2.25,stool,,Female,HFHF,2/19/24,10:30,Taconic,CDD02,25,,F,16.7,16.6,-0.598802395,91.7,,,,,,,,,
CDD02.Tc.HFHF.4.25,stool,,Female,HFHF,2/19/24,10:30,Taconic,CDD02,25,,F,18,18.9,5,90.4,,,,,,,,,
CDD02.Tc.HFHF.5.25,stool,,Female,HFHF,2/19/24,10:30,Taconic,CDD02,25,,F,19.8,19.8,0,90.2,,,,,,,,,
CDD02.Tc.LFHF.1.25,stool,,Female,LFHF,2/19/24,10:30,Taconic,CDD02,25,,F,19.3,20.1,4.14507772,92.8,,,,,,,,,
CDD02.Tc.LFHF.2.25,stool,,Female,LFHF,2/19/24,10:30,Taconic,CDD02,25,,F,17.2,17.9,4.069767442,90.8,,,,,,,,,
CDD02.Tc.LFHF.3.25,stool,,Female,LFHF,2/19/24,10:30,Taconic,CDD02,25,,F,18.5,18.4,-0.540540541,91.3,,,,,,,,,
CDD02.Tc.LFHF.4.25,stool,,Female,LFHF,2/19/24,10:30,Taconic,CDD02,25,,F,18.2,18.7,2.747252747,88.3,,,,,,,,,
CDD02.Tc.LFHF.5.25,stool,,Female,LFHF,2/19/24,10:30,Taconic,CDD02,25,,F,20.7,21.2,2.415458937,91.7,,,,,,,,,
CDD02.CR.Chow.1.25,stool,,Female,Chow,2/19/24,10:30,CharlesRiver,CDD02,25,,F,18.4,18.4,0,86.4,,,,,,,,,
