sample	ko	taxon	taxon_abun	taxon_rel_abun	genome_function_count	taxon_function_abun	taxon_rel_function_abun	norm_taxon_function_contrib
Chow2.050622	K00929	73e581aa79e8a1d0f5dc5c2e03dcea57	800	1.0240829752989906	1	800	1.0240829752989906	0.05545888763336129
Chow2.050622	K00929	75d5db026337d09d8dca444dcbbf4ece	23	0.02944238553984598	2	46	0.05888477107969197	0.00318888603891827
Chow2.050622	K00929	785cd10f85c15d1440d27fb4987bcf9d	457	0.5850073996395484	1	457	0.5850073996395484	0.03168088956055764
Chow2.050622	K00929	81130df1bed6e198d82304f9995c455b	23	0.02944238553984598	1	23	0.02944238553984598	0.00159444301945913
Chow2.050622	K00929	8485f8bcc2d63925f57401b01989997d	341	0.43651536822119474	1	341	0.43651536822119474	0.02363935085372025
Chow2.050622	K00929	8659f12bab87bc12c0b096be47238c98	35	0.04480363016933084	1	35	0.04480363016933084	0.00242632633395955
Chow2.050622	K00929	878cc308f7004cc5abe4aa5f53d74284	10.5	0.01344108905079925	2	21	0.0268821781015985	0.00145579580037573
Chow2.050622	K00929	88ab9af7bd6d8a09c14a812cb2082a79	835	1.0688866054683217	1	835	1.0688866054683217	0.05788521396732084
Chow2.050622	K00929	8ba742f68eac37fe13c4b1904dbecfc1	11.5	0.01472119276992299	1	11.5	0.01472119276992299	7.9722150972956e-4
Chow2.050622	K00929	92c099f3482d20fcdf569983eed63e62	617.5	0.7904640465589083	1	617.5	0.7904640465589083	0.04280732889200075
Chow2.050622	K00929	9d8da14f20bf69d4450e9f0851873636	320	0.40963319011959626	1	320	0.40963319011959626	0.02218355505334451
Chow2.050622	K00929	a20f9b25af4452ed6e5aa4f2373ea833	17.5	0.02240181508466542	1	17.5	0.02240181508466542	0.00121316316697977
Chow2.050622	K00929	b0b40618af9ad57848c1f0e1d4b32957	19.5	0.02496202252291289	1	19.5	0.02496202252291289	0.00135181038606318
Chow2.050622	K00929	be8b95457e0211cac08defa1e311b6f8	239	0.30594478887057347	1	239	0.30594478887057347	0.01656834268046668
